id,company_id,position_title,salary_range,salary_min,salary_max,tech_keywords,headcount,source_url,source_name,crawled_at
191,8,AI算法工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
192,8,机器学习工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
193,8,Python开发工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
194,8,数据分析工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
195,8,大数据工程师,18K-40K,18000,40000,"{大数据,Spark}",1,,search_inferred,2026-08-04 11:15:44.246868
196,8,数据开发工程师,18K-40K,18000,40000,"{大数据,Spark}",1,,search_inferred,2026-08-04 11:15:44.246868
197,9,Java高级工程师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
198,9,Java架构师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
199,9,Python开发工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
200,9,数据分析工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
201,9,前端开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
202,9,Vue开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
203,9,测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
204,9,自动化测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
205,10,AI算法工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
206,10,机器学习工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
207,10,Java高级工程师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
208,10,Java架构师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
209,10,Python开发工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
210,10,数据分析工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
211,10,前端开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
212,10,Vue开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
213,10,测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
214,10,自动化测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
215,11,Java高级工程师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
216,11,Java架构师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
217,11,Python开发工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
218,11,数据分析工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
219,11,大数据工程师,18K-40K,18000,40000,"{大数据,Spark}",1,,search_inferred,2026-08-04 11:15:44.246868
220,11,数据开发工程师,18K-40K,18000,40000,"{大数据,Spark}",1,,search_inferred,2026-08-04 11:15:44.246868
221,11,前端开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
222,11,Vue开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
223,11,测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
224,11,自动化测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
225,12,AI算法工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
226,12,机器学习工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
227,12,Java高级工程师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
228,12,Java架构师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
229,12,Python开发工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
230,12,数据分析工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
231,12,云架构师,18K-40K,18000,40000,"{云计算,Docker}",1,,search_inferred,2026-08-04 11:15:44.246868
232,12,DevOps工程师,18K-40K,18000,40000,"{云计算,Docker}",1,,search_inferred,2026-08-04 11:15:44.246868
233,12,前端开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
234,12,Vue开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
235,12,测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
236,12,自动化测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
237,13,测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
238,13,自动化测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
239,14,AI算法工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
240,14,机器学习工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
241,14,Java高级工程师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
242,14,Java架构师,15K-35K,15000,35000,"{Java,Spring}",1,,search_inferred,2026-08-04 11:15:44.246868
243,14,Python开发工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
244,14,数据分析工程师,15K-35K,15000,35000,"{Python,Django}",1,,search_inferred,2026-08-04 11:15:44.246868
245,14,大数据工程师,18K-40K,18000,40000,"{大数据,Spark}",1,,search_inferred,2026-08-04 11:15:44.246868
246,14,数据开发工程师,18K-40K,18000,40000,"{大数据,Spark}",1,,search_inferred,2026-08-04 11:15:44.246868
247,14,前端开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
248,14,Vue开发工程师,12K-30K,12000,30000,"{Vue,React}",1,,search_inferred,2026-08-04 11:15:44.246868
249,14,测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
250,14,自动化测试工程师,10K-25K,10000,25000,{测试},1,,search_inferred,2026-08-04 11:15:44.246868
251,15,AI算法工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
252,15,机器学习工程师,20K-50K,20000,50000,"{AI,机器学习,Python}",1,,search_inferred,2026-08-04 11:15:44.246868
253,15,云架构师,18K-40K,18000,40000,"{云计算,Docker}",1,,search_inferred,2026-08-04 11:15:44.246868
254,15,DevOps工程师,18K-40K,18000,40000,"{云计算,Docker}",1,,search_inferred,2026-08-04 11:15:44.246868
